date,medicine_id,medicine_name,category,sales,price,base_criticality,day_of_week,month,year,is_weekend,season,season_name,current_stock,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30
2025-04-06,MED011,Vaccin Méningite,Vaccin,19,8000,10,6,4,2025,1,0,dry,617,20.0,29.0,25.0,19.0,40.0,37.714285714285715,40.92857142857143,41.06666666666667
2025-04-06,MED012,Moustiquaire imprégnée,Prévention,9,3000,8,6,4,2025,1,0,dry,160,9.0,9.0,8.0,6.0,13.0,12.857142857142858,11.928571428571429,11.3
2025-04-06,MED013,Cétirizine 10mg,Antiallergique,23,1200,5,6,4,2025,1,0,dry,944,28.0,53.0,29.0,25.0,43.0,51.285714285714285,49.857142857142854,46.766666666666666
2025-04-06,MED014,Oméprazole 20mg,Gastrique,17,2500,6,6,4,2025,1,0,dry,701,23.0,30.0,27.0,21.0,51.0,40.857142857142854,42.285714285714285,40.666666666666664
2025-04-06,MED015,Salbutamol inhalateur,Respiratoire,21,4500,7,6,4,2025,1,0,dry,572,15.0,41.0,21.0,26.0,32.0,37.57142857142857,34.357142857142854,35.266666666666666
2025-04-07,MED001,Paracétamol 500mg,Antalgique,92,1500,9,0,4,2025,0,0,dry,2200,45.0,83.0,100.0,96.0,33.0,82.42857142857143,77.85714285714286,79.36666666666666
2025-04-07,MED002,Amoxicilline 500mg,Antibiotique,130,3500,8,0,4,2025,0,0,dry,5400,75.0,131.0,103.0,183.0,81.0,128.0,116.71428571428571,119.5
2025-04-07,MED003,Arthéméther 20mg,Antipaludéen,70,2500,10,0,4,2025,0,0,dry,2456,26.0,58.0,65.0,52.0,21.0,49.42857142857143,47.642857142857146,46.0
2025-04-07,MED004,SRO (Sel Réhydratation),Réhydratation,32,500,9,0,4,2025,0,0,dry,726,16.0,19.0,25.0,25.0,12.0,23.0,21.071428571428573,20.133333333333333
2025-04-07,MED005,Métronidazole 250mg,Antiparasitaire,29,2000,7,0,4,2025,0,0,dry,835,12.0,24.0,22.0,32.0,13.0,20.857142857142858,20.928571428571427,21.766666666666666
2025-04-07,MED006,Ibuprofène 400mg,Anti-inflammatoire,76,1800,6,0,4,2025,0,0,dry,1845,23.0,64.0,75.0,76.0,30.0,51.714285714285715,50.642857142857146,49.06666666666667
2025-04-07,MED007,Ciprofloxacine 500mg,Antibiotique,88,4000,8,0,4,2025,0,0,dry,3649,32.0,57.0,87.0,101.0,44.0,60.714285714285715,63.142857142857146,59.86666666666667
2025-04-07,MED008,Quinine 300mg,Antipaludéen,19,5000,9,0,4,2025,0,0,dry,322,9.0,13.0,20.0,19.0,12.0,16.0,15.428571428571429,15.166666666666666
2025-04-07,MED009,ORS + Zinc,Réhydratation,31,800,8,0,4,2025,0,0,dry,786,16.0,27.0,30.0,22.0,10.0,26.571428571428573,25.142857142857142,23.566666666666666
2025-04-07,MED010,Ceftriaxone 1g,Antibiotique,54,6000,9,0,4,2025,0,0,dry,2350,23.0,43.0,60.0,63.0,18.0,36.285714285714285,37.92857142857143,39.53333333333333
2025-04-07,MED011,Vaccin Méningite,Vaccin,54,8000,10,0,4,2025,0,0,dry,1565,19.0,35.0,43.0,70.0,20.0,39.285714285714285,39.785714285714285,42.2
2025-04-07,MED012,Moustiquaire imprégnée,Prévention,17,3000,8,0,4,2025,0,0,dry,307,9.0,13.0,12.0,14.0,5.0,13.571428571428571,12.142857142857142,11.7
2025-04-07,MED013,Cétirizine 10mg,Antiallergique,50,1200,5,0,4,2025,0,0,dry,2128,23.0,55.0,75.0,64.0,24.0,47.714285714285715,48.857142857142854,47.63333333333333
2025-04-07,MED014,Oméprazole 20mg,Gastrique,57,2500,6,0,4,2025,0,0,dry,877,17.0,51.0,48.0,52.0,30.0,42.142857142857146,42.642857142857146,41.56666666666667
2025-04-07,MED015,Salbutamol inhalateur,Respiratoire,38,4500,7,0,4,2025,0,0,dry,1348,21.0,44.0,45.0,39.0,21.0,36.57142857142857,34.285714285714285,35.833333333333336
2025-04-08,MED001,Paracétamol 500mg,Antalgique,120,1500,9,1,4,2025,0,0,dry,4823,92.0,59.0,131.0,82.0,59.0,80.85714285714286,80.57142857142857,81.4
2025-04-08,MED002,Amoxicilline 500mg,Antibiotique,129,3500,8,1,4,2025,0,0,dry,5538,130.0,87.0,177.0,125.0,50.0,121.14285714285714,117.0,122.13333333333334
2025-04-08,MED003,Arthéméther 20mg,Antipaludéen,64,2500,10,1,4,2025,0,0,dry,2297,70.0,33.0,73.0,61.0,26.0,48.142857142857146,47.857142857142854,47.266666666666666
2025-04-08,MED004,SRO (Sel Réhydratation),Réhydratation,28,500,9,1,4,2025,0,0,dry,523,32.0,11.0,28.0,20.0,14.0,23.0,21.642857142857142,20.6
2025-04-08,MED005,Métronidazole 250mg,Antiparasitaire,34,2000,7,1,4,2025,0,0,dry,635,29.0,11.0,23.0,26.0,11.0,22.428571428571427,21.5,22.533333333333335
2025-04-08,MED006,Ibuprofène 400mg,Anti-inflammatoire,55,1800,6,1,4,2025,0,0,dry,2167,76.0,35.0,64.0,72.0,38.0,50.42857142857143,49.42857142857143,49.63333333333333
2025-04-08,MED007,Ciprofloxacine 500mg,Antibiotique,87,4000,8,1,4,2025,0,0,dry,3492,88.0,33.0,94.0,87.0,47.0,59.714285714285715,63.142857142857146,61.2
2025-04-08,MED008,Quinine 300mg,Antipaludéen,20,5000,9,1,4,2025,0,0,dry,526,19.0,10.0,22.0,24.0,6.0,15.714285714285714,15.142857142857142,15.633333333333333
2025-04-08,MED009,ORS + Zinc,Réhydratation,39,800,8,1,4,2025,0,0,dry,627,31.0,12.0,39.0,31.0,18.0,26.571428571428573,25.714285714285715,24.266666666666666
2025-04-08,MED010,Ceftriaxone 1g,Antibiotique,59,6000,9,1,4,2025,0,0,dry,1293,54.0,24.0,41.0,41.0,18.0,38.857142857142854,39.214285714285715,40.9
2025-04-08,MED011,Vaccin Méningite,Vaccin,66,8000,10,1,4,2025,0,0,dry,1265,54.0,20.0,69.0,66.0,26.0,38.857142857142854,39.785714285714285,43.53333333333333
2025-04-08,MED012,Moustiquaire imprégnée,Prévention,17,3000,8,1,4,2025,0,0,dry,707,17.0,9.0,18.0,13.0,8.0,13.428571428571429,12.428571428571429,12.0
2025-04-08,MED013,Cétirizine 10mg,Antiallergique,58,1200,5,1,4,2025,0,0,dry,2169,50.0,28.0,58.0,66.0,34.0,47.714285714285715,48.285714285714285,48.43333333333333
2025-04-08,MED014,Oméprazole 20mg,Gastrique,61,2500,6,1,4,2025,0,0,dry,2262,57.0,23.0,53.0,65.0,28.0,43.285714285714285,42.357142857142854,42.666666666666664
2025-04-08,MED015,Salbutamol inhalateur,Respiratoire,58,4500,7,1,4,2025,0,0,dry,1647,38.0,15.0,60.0,43.0,20.0,36.285714285714285,35.357142857142854,37.1
2025-04-09,MED001,Paracétamol 500mg,Antalgique,83,1500,9,2,4,2025,0,0,dry,1364,120.0,45.0,98.0,86.0,109.0,78.71428571428571,80.35714285714286,80.53333333333333
2025-04-09,MED002,Amoxicilline 500mg,Antibiotique,124,3500,8,2,4,2025,0,0,dry,2392,129.0,75.0,172.0,117.0,187.0,114.28571428571429,117.5,120.03333333333333
2025-04-09,MED003,Arthéméther 20mg,Antipaludéen,64,2500,10,2,4,2025,0,0,dry,1315,64.0,26.0,50.0,48.0,64.0,50.142857142857146,49.0,47.266666666666666
2025-04-09,MED004,SRO (Sel Réhydratation),Réhydratation,19,500,9,2,4,2025,0,0,dry,305,28.0,16.0,28.0,28.0,19.0,21.714285714285715,21.0,20.6
2025-04-09,MED005,Métronidazole 250mg,Antiparasitaire,32,2000,7,2,4,2025,0,0,dry,1047,34.0,12.0,24.0,24.0,22.0,23.571428571428573,22.071428571428573,22.866666666666667
2025-04-09,MED006,Ibuprofène 400mg,Anti-inflammatoire,59,1800,6,2,4,2025,0,0,dry,2467,55.0,23.0,63.0,64.0,57.0,49.857142857142854,49.07142857142857,49.7
2025-04-09,MED007,Ciprofloxacine 500mg,Antibiotique,60,4000,8,2,4,2025,0,0,dry,2664,87.0,32.0,68.0,94.0,77.0,58.57142857142857,60.714285714285715,60.63333333333333
2025-04-09,MED008,Quinine 300mg,Antipaludéen,22,5000,9,2,4,2025,0,0,dry,451,20.0,9.0,26.0,15.0,15.0,15.142857142857142,15.642857142857142,15.866666666666667
2025-04-09,MED009,ORS + Zinc,Réhydratation,34,800,8,2,4,2025,0,0,dry,1288,39.0,16.0,40.0,30.0,31.0,25.714285714285715,26.0,24.366666666666667
2025-04-09,MED010,Ceftriaxone 1g,Antibiotique,47,6000,9,2,4,2025,0,0,dry,1919,59.0,23.0,39.0,41.0,53.0,40.0,39.642857142857146,40.7
2025-04-09,MED011,Vaccin Méningite,Vaccin,43,8000,10,2,4,2025,0,0,dry,1004,66.0,19.0,49.0,51.0,52.0,38.0,39.214285714285715,43.233333333333334
2025-04-09,MED012,Moustiquaire imprégnée,Prévention,12,3000,8,2,4,2025,0,0,dry,255,17.0,9.0,20.0,12.0,20.0,12.285714285714286,12.428571428571429,11.733333333333333
2025-04-09,MED013,Cétirizine 10mg,Antiallergique,49,1200,5,2,4,2025,0,0,dry,2083,58.0,23.0,67.0,61.0,56.0,45.142857142857146,47.42857142857143,48.2
2025-04-09,MED014,Oméprazole 20mg,Gastrique,38,2500,6,2,4,2025,0,0,dry,1057,61.0,17.0,64.0,62.0,41.0,39.57142857142857,40.642857142857146,42.56666666666667
2025-04-09,MED015,Salbutamol inhalateur,Respiratoire,47,4500,7,2,4,2025,0,0,dry,1972,58.0,21.0,37.0,48.0,60.0,37.714285714285715,35.285714285714285,36.666666666666664
2025-04-10,MED001,Paracétamol 500mg,Antalgique,103,1500,9,3,4,2025,0,0,dry,3872,83.0,92.0,69.0,99.0,130.0,83.57142857142857,80.64285714285714,79.63333333333334
2025-04-10,MED002,Amoxicilline 500mg,Antibiotique,145,3500,8,3,4,2025,0,0,dry,5598,124.0,130.0,124.0,106.0,191.0,117.28571428571429,120.28571428571429,118.5
2025-04-10,MED003,Arthéméther 20mg,Antipaludéen,61,2500,10,3,4,2025,0,0,dry,2209,64.0,70.0,36.0,46.0,45.0,53.714285714285715,50.07142857142857,47.8
2025-04-10,MED004,SRO (Sel Réhydratation),Réhydratation,15,500,9,3,4,2025,0,0,dry,405,19.0,32.0,27.0,19.0,23.0,20.0,20.714285714285715,20.333333333333332
2025-04-10,MED005,Métronidazole 250mg,Antiparasitaire,22,2000,7,3,4,2025,0,0,dry,561,32.0,29.0,23.0,25.0,32.0,23.428571428571427,21.857142857142858,22.533333333333335
2025-04-10,MED006,Ibuprofène 400mg,Anti-inflammatoire,43,1800,6,3,4,2025,0,0,dry,1389,59.0,76.0,37.0,49.0,76.0,50.714285714285715,48.642857142857146,48.6
2025-04-10,MED007,Ciprofloxacine 500mg,Antibiotique,79,4000,8,3,4,2025,0,0,dry,1267,60.0,88.0,53.0,46.0,66.0,62.285714285714285,63.07142857142857,61.06666666666667
2025-04-10,MED008,Quinine 300mg,Antipaludéen,18,5000,9,3,4,2025,0,0,dry,660,22.0,19.0,13.0,13.0,19.0,15.857142857142858,16.0,15.833333333333334
2025-04-10,MED009,ORS + Zinc,Réhydratation,30,800,8,3,4,2025,0,0,dry,1287,34.0,31.0,21.0,25.0,33.0,27.0,26.357142857142858,24.266666666666666
2025-04-10,MED010,Ceftriaxone 1g,Antibiotique,43,6000,9,3,4,2025,0,0,dry,1316,47.0,54.0,30.0,45.0,61.0,41.857142857142854,39.5,40.1
2025-04-10,MED011,Vaccin Méningite,Vaccin,34,8000,10,3,4,2025,0,0,dry,1066,43.0,54.0,29.0,38.0,51.0,38.714285714285715,38.92857142857143,42.666666666666664
2025-04-10,MED012,Moustiquaire imprégnée,Prévention,14,3000,8,3,4,2025,0,0,dry,586,12.0,17.0,9.0,14.0,13.0,13.0,12.428571428571429,11.766666666666667
2025-04-10,MED013,Cétirizine 10mg,Antiallergique,53,1200,5,3,4,2025,0,0,dry,1105,49.0,50.0,53.0,53.0,75.0,45.142857142857146,47.42857142857143,47.46666666666667
2025-04-10,MED014,Oméprazole 20mg,Gastrique,42,2500,6,3,4,2025,0,0,dry,1048,38.0,57.0,30.0,32.0,61.0,41.285714285714285,41.357142857142854,41.93333333333333
2025-04-10,MED015,Salbutamol inhalateur,Respiratoire,25,4500,7,3,4,2025,0,0,dry,525,47.0,38.0,41.0,27.0,56.0,35.42857142857143,35.142857142857146,35.63333333333333
2025-04-11,MED001,Paracétamol 500mg,Antalgique,61,1500,9,4,4,2025,0,0,dry,2457,103.0,120.0,83.0,59.0,89.0,80.42857142857143,80.78571428571429,78.7
2025-04-11,MED002,Amoxicilline 500mg,Antibiotique,96,3500,8,4,4,2025,0,0,dry,2259,145.0,129.0,131.0,120.0,146.0,112.28571428571429,118.57142857142857,116.83333333333333
2025-04-11,MED003,Arthéméther 20mg,Antipaludéen,61,2500,10,4,4,2025,0,0,dry,1608,61.0,64.0,58.0,45.0,52.0,54.142857142857146,51.214285714285715,48.1
2025-04-11,MED004,SRO (Sel Réhydratation),Réhydratation,14,500,9,4,4,2025,0,0,dry,329,15.0,28.0,19.0,17.0,24.0,19.285714285714285,20.5,20.0
2025-04-11,MED005,Métronidazole 250mg,Antiparasitaire,16,2000,7,4,4,2025,0,0,dry,289,22.0,34.0,24.0,26.0,30.0,22.285714285714285,21.142857142857142,22.066666666666666
2025-04-11,MED006,Ibuprofène 400mg,Anti-inflammatoire,37,1800,6,4,4,2025,0,0,dry,1213,43.0,55.0,64.0,39.0,53.0,46.857142857142854,48.5,48.06666666666667
2025-04-11,MED007,Ciprofloxacine 500mg,Antibiotique,51,4000,8,4,4,2025,0,0,dry,1317,79.0,87.0,57.0,79.0,65.0,61.42857142857143,61.07142857142857,60.6
2025-04-11,MED008,Quinine 300mg,Antipaludéen,19,5000,9,4,4,2025,0,0,dry,526,18.0,20.0,13.0,16.0,25.0,16.714285714285715,16.214285714285715,15.633333333333333
2025-04-11,MED009,ORS + Zinc,Réhydratation,29,800,8,4,4,2025,0,0,dry,868,30.0,39.0,27.0,21.0,24.0,27.285714285714285,26.928571428571427,24.433333333333334
2025-04-11,MED010,Ceftriaxone 1g,Antibiotique,35,6000,9,4,4,2025,0,0,dry,1312,43.0,59.0,43.0,48.0,44.0,40.714285714285715,38.57142857142857,39.8
2025-04-11,MED011,Vaccin Méningite,Vaccin,31,8000,10,4,4,2025,0,0,dry,548,34.0,66.0,35.0,33.0,44.0,38.142857142857146,38.785714285714285,42.233333333333334
2025-04-11,MED012,Moustiquaire imprégnée,Prévention,13,3000,8,4,4,2025,0,0,dry,384,14.0,17.0,13.0,10.0,13.0,13.0,12.642857142857142,11.766666666666667
2025-04-11,MED013,Cétirizine 10mg,Antiallergique,53,1200,5,4,4,2025,0,0,dry,2251,53.0,58.0,55.0,39.0,66.0,44.857142857142854,48.42857142857143,47.03333333333333
2025-04-11,MED014,Oméprazole 20mg,Gastrique,37,2500,6,4,4,2025,0,0,dry,1217,42.0,61.0,51.0,50.0,48.0,39.285714285714285,40.42857142857143,41.56666666666667
2025-04-11,MED015,Salbutamol inhalateur,Respiratoire,36,4500,7,4,4,2025,0,0,dry,1600,25.0,58.0,44.0,25.0,59.0,34.285714285714285,35.92857142857143,34.86666666666667
2025-04-12,MED001,Paracétamol 500mg,Antalgique,57,1500,9,5,4,2025,1,0,dry,2414,61.0,83.0,59.0,40.0,66.0,80.14285714285714,82.0,78.4
2025-04-12,MED002,Amoxicilline 500mg,Antibiotique,58,3500,8,5,4,2025,1,0,dry,2214,96.0,124.0,87.0,85.0,85.0,108.14285714285714,116.64285714285714,115.93333333333334
2025-04-12,MED003,Arthéméther 20mg,Antipaludéen,24,2500,10,5,4,2025,1,0,dry,510,61.0,64.0,33.0,28.0,50.0,52.857142857142854,50.92857142857143,47.233333333333334
2025-04-12,MED004,SRO (Sel Réhydratation),Réhydratation,15,500,9,5,4,2025,1,0,dry,233,14.0,19.0,11.0,13.0,18.0,19.857142857142858,20.642857142857142,19.9
2025-04-12,MED005,Métronidazole 250mg,Antiparasitaire,16,2000,7,5,4,2025,1,0,dry,311,16.0,32.0,11.0,9.0,26.0,23.0,21.642857142857142,21.733333333333334
2025-04-12,MED006,Ibuprofène 400mg,Anti-inflammatoire,35,1800,6,5,4,2025,1,0,dry,814,37.0,59.0,35.0,24.0,54.0,46.857142857142854,49.285714285714285,47.43333333333333
2025-04-12,MED007,Ciprofloxacine 500mg,Antibiotique,34,4000,8,5,4,2025,1,0,dry,731,51.0,60.0,33.0,37.0,46.0,61.57142857142857,60.857142857142854,60.2
2025-04-12,MED008,Quinine 300mg,Antipaludéen,10,5000,9,5,4,2025,1,0,dry,254,19.0,22.0,10.0,6.0,12.0,16.714285714285715,16.5,15.566666666666666
2025-04-12,MED009,ORS + Zinc,Réhydratation,15,800,8,5,4,2025,1,0,dry,232,29.0,34.0,12.0,13.0,19.0,27.714285714285715,27.071428571428573,24.3
2025-04-12,MED010,Ceftriaxone 1g,Antibiotique,16,6000,9,5,4,2025,1,0,dry,287,35.0,47.0,24.0,18.0,42.0,39.57142857142857,38.42857142857143,38.93333333333333
2025-04-12,MED011,Vaccin Méningite,Vaccin,23,8000,10,5,4,2025,1,0,dry,907,31.0,43.0,20.0,26.0,46.0,38.57142857142857,38.57142857142857,41.46666666666667
2025-04-12,MED012,Moustiquaire imprégnée,Prévention,9,3000,8,5,4,2025,1,0,dry,201,13.0,12.0,9.0,6.0,13.0,13.0,12.857142857142858,11.633333333333333
2025-04-12,MED013,Cétirizine 10mg,Antiallergique,28,1200,5,5,4,2025,1,0,dry,1065,53.0,49.0,28.0,27.0,49.0,44.857142857142854,48.5,46.333333333333336
2025-04-12,MED014,Oméprazole 20mg,Gastrique,20,2500,6,5,4,2025,1,0,dry,545,37.0,38.0,23.0,18.0,50.0,38.857142857142854,40.57142857142857,40.56666666666667
2025-04-12,MED015,Salbutamol inhalateur,Respiratoire,21,4500,7,5,4,2025,1,0,dry,399,36.0,47.0,15.0,15.0,44.0,35.142857142857146,36.357142857142854,34.1
2025-04-13,MED001,Paracétamol 500mg,Antalgique,34,1500,9,6,4,2025,1,0,dry,665,57.0,103.0,45.0,47.0,101.0,78.57142857142857,81.07142857142857,76.16666666666667
2025-04-13,MED002,Amoxicilline 500mg,Antibiotique,73,3500,8,6,4,2025,1,0,dry,1256,58.0,145.0,75.0,82.0,105.0,107.85714285714286,116.0,114.86666666666666
2025-04-13,MED003,Arthéméther 20mg,Antipaludéen,23,2500,10,6,4,2025,1,0,dry,578,24.0,61.0,26.0,28.0,36.0,52.42857142857143,50.57142857142857,46.8
2025-04-13,MED004,SRO (Sel Réhydratation),Réhydratation,9,500,9,6,4,2025,1,0,dry,186,15.0,15.0,16.0,12.0,26.0,18.857142857142858,20.428571428571427,19.333333333333332
2025-04-13,MED005,Métronidazole 250mg,Antiparasitaire,15,2000,7,6,4,2025,1,0,dry,233,16.0,22.0,12.0,15.0,23.0,23.428571428571427,21.642857142857142,21.466666666666665
2025-04-13,MED006,Ibuprofène 400mg,Anti-inflammatoire,32,1800,6,6,4,2025,1,0,dry,849,35.0,43.0,23.0,24.0,42.0,48.142857142857146,49.857142857142854,47.1
2025-04-13,MED007,Ciprofloxacine 500mg,Antibiotique,41,4000,8,6,4,2025,1,0,dry,1339,34.0,79.0,32.0,29.0,44.0,62.857142857142854,61.714285714285715,60.1
2025-04-13,MED008,Quinine 300mg,Antipaludéen,8,5000,9,6,4,2025,1,0,dry,323,10.0,18.0,9.0,10.0,13.0,16.571428571428573,16.357142857142858,15.4
2025-04-13,MED009,ORS + Zinc,Réhydratation,14,800,8,6,4,2025,1,0,dry,555,15.0,30.0,16.0,16.0,19.0,27.428571428571427,26.928571428571427,24.133333333333333
2025-04-13,MED010,Ceftriaxone 1g,Antibiotique,21,6000,9,6,4,2025,1,0,dry,935,16.0,43.0,23.0,24.0,47.0,39.285714285714285,38.214285714285715,38.06666666666667
2025-04-13,MED011,Vaccin Méningite,Vaccin,29,8000,10,6,4,2025,1,0,dry,1275,23.0,34.0,19.0,25.0,42.0,40.0,38.857142857142854,41.03333333333333
2025-04-13,MED012,Moustiquaire imprégnée,Prévention,7,3000,8,6,4,2025,1,0,dry,204,9.0,14.0,9.0,8.0,12.0,12.714285714285714,12.785714285714286,11.466666666666667
2025-04-13,MED013,Cétirizine 10mg,Antiallergique,31,1200,5,6,4,2025,1,0,dry,1283,28.0,53.0,23.0,29.0,40.0,46.0,48.642857142857146,46.03333333333333
2025-04-13,MED014,Oméprazole 20mg,Gastrique,30,2500,6,6,4,2025,1,0,dry,742,20.0,42.0,17.0,27.0,37.0,40.714285714285715,40.785714285714285,40.333333333333336
2025-04-13,MED015,Salbutamol inhalateur,Respiratoire,25,4500,7,6,4,2025,1,0,dry,532,21.0,25.0,21.0,21.0,37.0,35.714285714285715,36.642857142857146,33.7
2025-04-14,MED001,Paracétamol 500mg,Antalgique,106,1500,9,0,4,2025,0,0,dry,2161,34.0,61.0,92.0,100.0,48.0,80.57142857142857,81.5,78.1
2025-04-14,MED002,Amoxicilline 500mg,Antibiotique,133,3500,8,0,4,2025,0,0,dry,5711,73.0,96.0,130.0,103.0,63.0,108.28571428571429,118.14285714285714,117.2
2025-04-14,MED003,Arthéméther 20mg,Antipaludéen,49,2500,10,0,4,2025,0,0,dry,1664,23.0,61.0,70.0,65.0,23.0,49.42857142857143,49.42857142857143,47.666666666666664
2025-04-14,MED004,SRO (Sel Réhydratation),Réhydratation,28,500,9,0,4,2025,0,0,dry,521,9.0,14.0,32.0,25.0,14.0,18.285714285714285,20.642857142857142,19.8
2025-04-14,MED005,Métronidazole 250mg,Antiparasitaire,24,2000,7,0,4,2025,0,0,dry,765,15.0,16.0,29.0,22.0,11.0,22.714285714285715,21.785714285714285,21.9
2025-04-14,MED006,Ibuprofène 400mg,Anti-inflammatoire,52,1800,6,0,4,2025,0,0,dry,2028,32.0,37.0,76.0,75.0,22.0,44.714285714285715,48.214285714285715,48.1
2025-04-14,MED007,Ciprofloxacine 500mg,Antibiotique,105,4000,8,0,4,2025,0,0,dry,2251,41.0,51.0,88.0,87.0,28.0,65.28571428571429,63.0,62.666666666666664
2025-04-14,MED008,Quinine 300mg,Antipaludéen,16,5000,9,0,4,2025,0,0,dry,458,8.0,19.0,19.0,20.0,9.0,16.142857142857142,16.071428571428573,15.633333333333333
2025-04-14,MED009,ORS + Zinc,Réhydratation,35,800,8,0,4,2025,0,0,dry,820,14.0,29.0,31.0,30.0,12.0,28.0,27.285714285714285,24.9
2025-04-14,MED010,Ceftriaxone 1g,Antibiotique,34,6000,9,0,4,2025,0,0,dry,1062,21.0,35.0,54.0,60.0,28.0,36.42857142857143,36.357142857142854,38.266666666666666
2025-04-14,MED011,Vaccin Méningite,Vaccin,69,8000,10,0,4,2025,0,0,dry,1844,29.0,31.0,54.0,43.0,30.0,42.142857142857146,40.714285714285715,42.333333333333336
2025-04-14,MED012,Moustiquaire imprégnée,Prévention,15,3000,8,0,4,2025,0,0,dry,661,7.0,13.0,17.0,12.0,5.0,12.428571428571429,13.0,11.8
2025-04-14,MED013,Cétirizine 10mg,Antiallergique,66,1200,5,0,4,2025,0,0,dry,2413,31.0,53.0,50.0,75.0,28.0,48.285714285714285,48.0,47.3
2025-04-14,MED014,Oméprazole 20mg,Gastrique,53,2500,6,0,4,2025,0,0,dry,2344,30.0,37.0,57.0,48.0,31.0,40.142857142857146,41.142857142857146,41.06666666666667
2025-04-14,MED015,Salbutamol inhalateur,Respiratoire,52,4500,7,0,4,2025,0,0,dry,2176,25.0,36.0,38.0,45.0,19.0,37.714285714285715,37.142857142857146,34.8
2025-04-15,MED001,Paracétamol 500mg,Antalgique,116,1500,9,1,4,2025,0,0,dry,4298,106.0,57.0,120.0,131.0,33.0,80.0,80.42857142857143,80.86666666666666
2025-04-15,MED002,Amoxicilline 500mg,Antibiotique,128,3500,8,1,4,2025,0,0,dry,3085,133.0,58.0,129.0,177.0,70.0,108.14285714285714,114.64285714285714,119.13333333333334
2025-04-15,MED003,Arthéméther 20mg,Antipaludéen,72,2500,10,1,4,2025,0,0,dry,1720,49.0,24.0,64.0,73.0,28.0,50.57142857142857,49.357142857142854,49.13333333333333
2025-04-15,MED004,SRO (Sel Réhydratation),Réhydratation,28,500,9,1,4,2025,0,0,dry,629,28.0,15.0,28.0,28.0,13.0,18.285714285714285,20.642857142857142,20.3
2025-04-15,MED005,Métronidazole 250mg,Antiparasitaire,32,2000,7,1,4,2025,0,0,dry,586,24.0,16.0,34.0,23.0,9.0,22.428571428571427,22.428571428571427,22.666666666666668
2025-04-15,MED006,Ibuprofène 400mg,Anti-inflammatoire,77,1800,6,1,4,2025,0,0,dry,2547,52.0,35.0,55.0,64.0,33.0,47.857142857142854,49.142857142857146,49.56666666666667
2025-04-15,MED007,Ciprofloxacine 500mg,Antibiotique,66,4000,8,1,4,2025,0,0,dry,2063,105.0,34.0,87.0,94.0,30.0,62.285714285714285,61.0,63.86666666666667
2025-04-15,MED008,Quinine 300mg,Antipaludéen,18,5000,9,1,4,2025,0,0,dry,444,16.0,10.0,20.0,22.0,6.0,15.857142857142858,15.785714285714286,16.033333333333335
2025-04-15,MED009,ORS + Zinc,Réhydratation,28,800,8,1,4,2025,0,0,dry,473,35.0,15.0,39.0,39.0,12.0,26.428571428571427,26.5,25.433333333333334
2025-04-15,MED010,Ceftriaxone 1g,Antibiotique,63,6000,9,1,4,2025,0,0,dry,1004,34.0,16.0,59.0,41.0,27.0,37.0,37.92857142857143,39.46666666666667
2025-04-15,MED011,Vaccin Méningite,Vaccin,59,8000,10,1,4,2025,0,0,dry,1542,69.0,23.0,66.0,69.0,24.0,41.142857142857146,40.0,43.5
2025-04-15,MED012,Moustiquaire imprégnée,Prévention,17,3000,8,1,4,2025,0,0,dry,436,15.0,9.0,17.0,18.0,8.0,12.428571428571429,12.928571428571429,12.1
2025-04-15,MED013,Cétirizine 10mg,Antiallergique,65,1200,5,1,4,2025,0,0,dry,2397,66.0,28.0,58.0,58.0,26.0,49.285714285714285,48.5,48.6
2025-04-15,MED014,Oméprazole 20mg,Gastrique,57,2500,6,1,4,2025,0,0,dry,1049,53.0,20.0,61.0,53.0,22.0,39.57142857142857,41.42857142857143,42.233333333333334
2025-04-15,MED015,Salbutamol inhalateur,Respiratoire,51,4500,7,1,4,2025,0,0,dry,1193,52.0,21.0,58.0,60.0,16.0,36.714285714285715,36.5,35.96666666666667
2025-04-16,MED001,Paracétamol 500mg,Antalgique,74,1500,9,2,4,2025,0,0,dry,2030,116.0,34.0,83.0,98.0,75.0,78.71428571428571,78.71428571428571,80.83333333333333
2025-04-16,MED002,Amoxicilline 500mg,Antibiotique,141,3500,8,2,4,2025,0,0,dry,4091,128.0,73.0,124.0,172.0,176.0,110.57142857142857,112.42857142857143,117.96666666666667
2025-04-16,MED003,Arthéméther 20mg,Antipaludéen,70,2500,10,2,4,2025,0,0,dry,1698,72.0,23.0,64.0,50.0,68.0,51.42857142857143,50.785714285714285,49.2
2025-04-16,MED004,SRO (Sel Réhydratation),Réhydratation,24,500,9,2,4,2025,0,0,dry,403,28.0,9.0,19.0,28.0,22.0,19.0,20.357142857142858,20.366666666666667
2025-04-16,MED005,Métronidazole 250mg,Antiparasitaire,30,2000,7,2,4,2025,0,0,dry,961,32.0,15.0,32.0,24.0,35.0,22.142857142857142,22.857142857142858,22.5
2025-04-16,MED006,Ibuprofène 400mg,Anti-inflammatoire,59,1800,6,2,4,2025,0,0,dry,2133,77.0,32.0,59.0,63.0,54.0,47.857142857142854,48.857142857142854,49.733333333333334
